,headline,word_count,pub_date,print_section,print_page,section,news_desk,year,is_trump,is_biden,is_coronavirus,is_covid,is_obama,is_clinton,is_iraq,is_afghanistan,is_china,is_iran,is_test
51404,Divers Fail to Find Bangladesh Ferry That Capsized.,266,2014-08-05T13:57:03+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
51530,Vatican Ends Suspension of Nicaraguan Priest.,429,2014-08-06T00:52:59+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51556,Catalan Vote Seen as Test for Separatists in Europe.,1116,2014-08-06T02:30:24+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
51568,Sierra Leone Deploys Troops in Ebola Crisis.,496,2014-08-06T03:52:17+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51575,African Leaders Sit Down With American Investors.,995,2014-08-06T04:15:04+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
51578,Egypt Has Ambitious Plan for Suez Canal Expansion.,513,2014-08-06T04:47:57+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51663,From Apartheid-Era Jail Cell to the Bench in Pistorius Case.,1296,2014-08-06T16:19:27+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51715,Expert Panel to Consult on Ebola.,620,2014-08-06T19:44:23+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51736,Outrage Builds in South Korea in Deadly Abuse of a Soldier.,1021,2014-08-06T20:56:06+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
51819,"In Greece, Migrants Are Desperate to Flee Again.",1304,2014-08-07T02:27:15+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
51827,2 Khmer Rouge Leaders Are Convicted in Cambodia.,958,2014-08-07T03:57:39+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
51845,Jihadists Rout Kurds in North and Seize Strategic Iraqi Dam.,1316,2014-08-07T09:24:31+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
51881,Kerry Visits Afghanistan to Urge Deal on the Election.,891,2014-08-07T13:29:37+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,True,False,False,False
51902,Obama Allows Limited Airstrikes on ISIS.,1386,2014-08-07T16:00:04+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,False,False,False,False,False
52055,Key Cleric in Egypt Rejects Executions.,529,2014-08-08T00:36:40+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52072,Uighurs’ Veils Signal Protest Against China’s Restrictions.,1235,2014-08-08T01:27:52+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
52084,‘Don’t Touch the Walls’: Ebola Fears Infect an African Hospital.,1348,2014-08-08T02:42:05+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52092,"Obama, With Reluctance, Returns to Action in Iraq.",1061,2014-08-08T03:30:23+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,True,False,False,False,False
52093,"Afraid of Heartbreak, a Celebrity Campaign Begs Scotland to Stay.",516,2014-08-08T03:37:35+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52101,New Fighting a Bid for Leverage as a Gaza Cease-Fire Expires.,1361,2014-08-08T05:36:50+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
52132,"U.S. Jets and Drones Attack Militants in Iraq, Hoping to Stop Advance.",1311,2014-08-08T13:17:41+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
52154,"Afghan Rivals Back a Deal, Once More, for President.",451,2014-08-08T14:31:36+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52252,90-Year-Old Sex Columnist Shatters Taboos in India.,1486,2014-08-08T20:42:06+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52316,"Half a Ton of This, Half a Ton of That: Russia Is Calm Over Food Import Bans.",831,2014-08-09T00:30:57+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52330,"Turkey’s Premier Tries to Keep Power, as President.",1185,2014-08-09T01:21:33+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52358,Fear of ‘Another Benghazi’ Drove White House to Airstrikes in Iraq.,1703,2014-08-09T02:25:33+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
52363,China Looks to High-Speed Rail to Expand Reach.,1024,2014-08-09T02:50:37+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,True
52384,"Iraq Airstrikes May Continue for Months, Obama Says.",1583,2014-08-09T12:41:10+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,True,False,False,False,False
52401,"For Refugees on Mountain, ‘No Water, Nothing’.",1363,2014-08-09T16:50:49+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52403,Tracing Ebola’s Breakout to an African 2-Year-Old.,2101,2014-08-09T17:03:32+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52527,"Agreeing to More Talks in Egypt, Israelis and Palestinians Begin Latest Cease-Fire.",961,2014-08-10T14:07:38+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52529,"Capitalizing on U.S. Bombing, Kurds Retake Iraqi Towns.",1276,2014-08-10T14:36:14+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
52534,Nigeria Struggles to Cope With Ebola Outbreak.,1069,2014-08-10T16:14:27+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52544,Turkey’s Premier Is Proclaimed Winner of Presidential Election.,906,2014-08-10T20:45:12+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52616,"In Gaza, Grief, Anger — and No Small Measure of Pride.",1506,2014-08-11T02:12:11+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52618,Ukraine Steps Up Assault of Rebel City.,560,2014-08-11T02:22:08+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52620,U.S. Actions in Iraq Fueled Rise of a Rebel.,1954,2014-08-11T02:38:19+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
52622,An Academy for the Elite Stirs a Culture Clash.,1250,2014-08-11T02:53:48+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52662,"Iraqis Nominate Maliki Successor, Causing Standoff.",1555,2014-08-11T12:03:51+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
52710,Kasparov Is Soundly Defeated in Bid to Lead Chess Federation.,593,2014-08-11T17:42:31+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
52741,"Russian Intervention in Ukraine Is Likely, NATO Says.",912,2014-08-11T20:08:58+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
52798,Killings Rise in Karachi as Taliban Target Police.,1387,2014-08-12T00:06:19+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52818,"At Heart of Ebola Outbreak, a Village Frozen by Fear and Death.",1364,2014-08-12T01:16:35+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52857,Opting Against Ebola Drug for Ill African Doctor.,1440,2014-08-12T09:55:24+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52890,Maliki’s Bid to Keep Power in Iraq Seems to Collapse.,1500,2014-08-12T14:54:13+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
52933,"After Human Rights Watch Report, Egypt Says Group Broke Law .",609,2014-08-12T18:31:59+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
52939,Narendra Modi’s Quiet Beginning Dims India’s Hopes for Swift Change.,953,2014-08-12T19:06:39+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53026,"In Pope’s Trip to South Korea, Church Envisions Growth.",1270,2014-08-13T02:14:32+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53086,Germany Puts Curbing Russia Ahead of Commerce.,1405,2014-08-13T12:20:18+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53138,"Militants’ Siege on Mountain in Iraq Is Over, Pentagon Says.",1027,2014-08-13T17:28:53+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
53201,Sierra Leone Again Loses a Top Doctor to Ebola.,716,2014-08-13T22:37:47+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53244,"Brazilian Presidential Candidate Dies in Plane Crash, Upsetting Race.",784,2014-08-14T00:36:52+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53297,"By Sea and by Ladder, Africans Seek Entry to Spain.",79,2014-08-14T04:50:01+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53374,Amsterdam to Refashion ‘Black Pete’ Character.,447,2014-08-14T17:02:22+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53414,Maliki Agrees to Relinquish Power in Iraq.,1236,2014-08-14T19:57:07+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
53467,Protest March Bears Down on the Leader of Pakistan.,833,2014-08-14T21:35:51+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53505,Israel Braces for War Crimes Inquiries on Gaza.,1101,2014-08-14T23:46:35+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53520,"In Nepal, a Better Life With a Steep Price.",1149,2014-08-15T00:37:42+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
53536,"A Ukraine City Under Siege, ‘Just Terrified of the Bombing’.",1068,2014-08-15T01:21:06+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53590, Opposition in Pakistan Is Drenched but Not Doused .,781,2014-08-15T10:44:52+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53604,"With Eye on China, Japanese Premier Skips War Shrine.",659,2014-08-15T13:05:41+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
53675,Dual Threat Has Mainstream Syrian Rebels Fearing Demise.,1306,2014-08-15T16:17:38+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53819,Witness in War Crimes Court Tallies Cost of a Decade in Hiding.,1506,2014-08-16T00:06:15+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
53834,Spain Suspects Morocco Allowed a Brief Flood of Migrants.,962,2014-08-16T00:41:46+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53850,"As World Boils, Fingers Point Obama’s Way.",1206,2014-08-16T01:42:01+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,False,False,False,False,False
53897,"In China’s Shadow, U.S. Courts Old Foe Vietnam.",1108,2014-08-16T16:27:49+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
53924,"With Aid Doctors Gone, Ebola Fight Grows Harder.",2153,2014-08-16T18:49:33+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
53926,"On a Helicopter, Going Down: Inside a Lethal Crash in Iraq.",1217,2014-08-16T18:52:29+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
53948,Protesters Call for Pakistani Premier to Step Down.,675,2014-08-16T21:15:52+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54000,Transplant Brokers in Israel Lure Desperate Kidney Patients to Costa Rica.,5337,2014-08-17T06:04:01+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54021,Kurds Move to Retake Dam as U.S. Bombs Weaken ISIS.,770,2014-08-17T19:24:31+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54024,Ukraine Says Army Controls Center of a Rebel City.,1155,2014-08-17T20:54:10+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54025,Liberia Expanding Space for Ebola Patient Care.,686,2014-08-17T20:58:07+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54061,Lost in Translation: Germany’s Fascination With the American Old West.,1123,2014-08-17T23:57:17+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54080,"In Torn Gaza, if Roof Stands, It’s Now Home.",1567,2014-08-18T01:14:54+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54092,"For Chinese, Pope Seems Worlds Away in South Korea.",1115,2014-08-18T01:48:06+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54145,Troops in Iraq Rout Sunni Militants From a Key Dam.,1303,2014-08-18T11:36:14+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
54152,"Rebels Killed Dozens in Attack on Refugees, Ukraine Says.",922,2014-08-18T12:44:43+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54181,India Cancels Talks After Pakistani Envoy Meets With Separatists.,954,2014-08-18T16:09:01+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54294,"Surviving Ebola, but Untouchable Back Home.",1232,2014-08-19T01:04:41+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54302,"In China, Myths of Social Cohesion.",1283,2014-08-19T01:26:58+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
54384,Afghan Officials Interrogate a Times Correspondent.,1021,2014-08-19T15:57:36+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54390,"Next Leader May Echo Maliki, but Iraqis Hope for New Results.",1669,2014-08-19T16:34:28+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
54420,"Pakistanis Protest in Capital, Seeking Prime Minister’s Resignation .",808,2014-08-19T18:59:30+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54462,"In Retaking of Iraqi Dam, Evidence of American Impact.",876,2014-08-19T21:51:55+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
54485,Saudi Prince Is Identified as Target of Paris Heist.,608,2014-08-20T00:13:33+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54492,Plenty of Room at the Top of Ukraine’s Fading Rebellion.,1458,2014-08-20T00:35:56+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54517,Obama Holds to Afghanistan Withdrawal Deadline.,1004,2014-08-20T01:49:48+0000,A,3,World,Foreign,2014,False,False,False,False,True,False,False,True,False,False,False
54554, 5 Tibetans Are Said to Die In Chinese Police Custody .,608,2014-08-20T09:37:14+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54563,Landslides After Heavy Rain Kill at Least 36 in Japan.,347,2014-08-20T10:29:47+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54582,"Calling Article ‘Divisive,’ Afghanistan Orders Expulsion of Times Correspondent .",962,2014-08-20T13:47:12+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,True,False,False,False
54601,Clashes Erupt as Liberia Sets an Ebola Quarantine.,1541,2014-08-20T15:41:03+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54715,"In Raid to Save Foley and Other Hostages, U.S. Found None.",1028,2014-08-20T22:30:33+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54750,Annexation of Crimea Divides an Artist Colony Founded on Tolerance.,1305,2014-08-21T00:28:49+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54757,A New Entry Is Shaking Up Brazil’s Vote.,491,2014-08-21T00:51:44+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
54811,Israel Kills 3 Top Hamas Leaders as Latest Fighting Turns Its Way.,1401,2014-08-21T08:15:38+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
54916,U.S. General Says Raiding Syria Is Key to Halting ISIS.,1607,2014-08-21T19:42:55+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55007,"Rebels Falter, but Russian Border Buzzes With Military Activity.",837,2014-08-21T23:40:03+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55008,A Fast-Food Symbol of America Falls in Moscow.,1102,2014-08-21T23:52:59+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55037,Foreign Minister Ahmet Davutoglu Nominated to Be Turkey’s Next Premier.,520,2014-08-22T01:17:51+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55088,"Russians Open Fire in Ukraine, NATO Reports.",1499,2014-08-22T10:17:21+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55104,Afghan Candidates Pledge to Welcome Reporter Back .,700,2014-08-22T13:05:10+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55272,U.S. Weighs Direct Military Action Against ISIS in Syria.,1273,2014-08-22T19:53:19+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55285,Pentagon Says Chinese Fighter Jet Confronted American Navy Plane.,647,2014-08-22T20:15:38+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55379,Blackouts in Egypt Prompt Accusations.,1139,2014-08-23T01:58:40+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55382,American’s Star Power Unrivaled in Japan.,1258,2014-08-23T02:07:53+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55443,Those Who Serve Ebola Victims Soldier On.,1526,2014-08-23T17:21:00+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55445,"For Nuncio Accused of Abuse, Dominicans Want Justice at Home, Not Abroad.",2544,2014-08-23T17:37:42+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55493,Israeli Strike Destroys Apartment Tower in Gaza.,813,2014-08-23T22:51:20+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55548,China Says 8 Executed in Western Region; Charges Stem From Separatist Attacks .,494,2014-08-24T08:12:24+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
55553,"In Eastern Ukraine, Rebel Mockery Amid Independence Celebration.",960,2014-08-24T13:18:42+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55557,Strife in Libya Could Presage Long Civil War.,1920,2014-08-24T14:22:22+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55571,U.S. Writer Held by Qaeda Affiliate in Syria Is Freed After Nearly 2 Years.,1600,2014-08-24T18:03:28+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55629,Teenager Cites Ordeal as Captive of Israelis.,1213,2014-08-25T00:28:43+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55632,Fishermen Cross an Imperceptible Line Into Enemy Waters.,1181,2014-08-25T00:39:26+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
55687,"French Cabinet Is Dissolved, a Victim of Austerity Battles.",1184,2014-08-25T10:26:07+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55705,"As Peace Talks Approach, Rebels Humiliate Prisoners in Ukraine.",994,2014-08-25T13:06:49+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55865,Obama Authorizes Air Surveillance of ISIS in Syria.,1086,2014-08-25T23:50:59+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,False,False,False,False,False
55879,Ex-Diplomat for the Vatican Could Be Tried.,477,2014-08-26T00:53:27+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55947,"Cease-Fire Extended, but Not on Hamas’s Terms.",1462,2014-08-26T11:58:21+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55951,Afghan Candidate Threatens to Quit the Presidential Race.,1160,2014-08-26T12:20:04+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55969,Help Is Sought for Migrants Dying at Sea.,392,2014-08-26T15:09:34+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
55985,Betrayal of Yazidis Stokes Iraqi Fears of Return to 2006 Sectarian Horrors.,1039,2014-08-26T16:26:26+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
56024,American Fighting for ISIS Is Killed in Syria.,1250,2014-08-26T20:36:25+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
56084,U.S. Mobilizes Allies to Widen Assault on ISIS.,1008,2014-08-27T01:28:35+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56155,Japan’s Premier Supported Ceremony for War Criminals.,552,2014-08-27T11:22:37+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56190,"As Truce Holds, Dazed Gazans Get to Work.",987,2014-08-27T15:45:22+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56201,Ukraine Reports Russian Invasion on a New Front.,1364,2014-08-27T16:42:47+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56295,Proposing New Capital Is Old Idea in Argentina.,561,2014-08-28T00:23:26+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56310,Military Skill and Terrorist Technique Fuel Success of ISIS.,1189,2014-08-28T01:05:13+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56313,Skirmishes Put Feeling of Wartime on India-Pakistan Border.,1008,2014-08-28T01:12:37+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
56380,Thai Court Dismisses Murder Case Against Ex-Leaders .,497,2014-08-28T10:51:36+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
56454,"As Ebola Grips Liberia’s Capital, a Quarantine Sows Social Chaos.",2289,2014-08-28T18:49:02+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56485,Obama Urges Calm in Face of Crises in Ukraine and Syria.,1116,2014-08-28T20:54:33+0000,A,1,World,Foreign,2014,False,False,False,False,True,False,False,False,False,False,False
56503,Leader Calls on Military to End Crisis in Pakistan.,592,2014-08-28T21:31:33+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56558,Theme Park Offers Respite for War-Weary Iraqis.,931,2014-08-29T00:06:41+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
56561,"With Gaza War, Movement to Boycott Israel Gains Momentum in Europe.",1389,2014-08-29T00:10:52+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56590,"U.S. Identifies Citizens Joining Rebels in Syria, Including ISIS.",948,2014-08-29T01:32:10+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56624,China’s Antigraft Campaign Expands to a Coal-Rich Northern Province.,965,2014-08-29T06:59:05+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
56628,"Praising Rebels, Putin Toughens Tone on Ukraine.",1247,2014-08-29T08:33:45+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
56660,A Weary Rebel Retreats to Fight Another Day.,1625,2014-08-29T13:40:28+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56709,New Cabinet in Turkey Mirrors That of Last Premier .,713,2014-08-29T16:03:30+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56721,ISIS Fears Prompt Britain to Raise Terrorism Threat Level.,531,2014-08-29T16:52:40+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56845,Quarantine for Ebola Lifted in Liberia Slum.,373,2014-08-30T00:06:52+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
56851,Iraqi Kurds Expand Autonomy as ISIS Reorders the Landscape.,1225,2014-08-30T00:45:22+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
56905,ISIS Displaying a Deft Command of Varied Media.,1730,2014-08-30T15:59:03+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57037,China Restricts Voting Reforms for Hong Kong.,1509,2014-08-31T09:08:10+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
57040,Pakistani Army Calls for Calm After Protest Turns Deadly.,1213,2014-08-31T11:09:43+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
57045,U.S. and Iran Unlikely Allies in Iraq Battle.,1405,2014-08-31T15:59:48+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,True,False
57051,Libyans Overrun Compound Abandoned by U.S. Embassy in Tripoli.,434,2014-08-31T17:19:00+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57056,"Israel Claims Nearly 1,000 Acres of West Bank Land Near Bethlehem.",698,2014-08-31T19:36:19+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57060,12 Are Killed as Militants Attack Prison in Somalia.,188,2014-08-31T20:54:12+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
57097,NATO Set to Ratify Pledge on Joint Defense in Case of Major Cyberattack.,1052,2014-09-01T00:17:32+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57110,"Lifting the Soul, and the Spanish Economy, Too.",1070,2014-09-01T01:14:50+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57183,Parents Who Left Britain With Ill Son Fight Order to Return.,547,2014-09-01T16:53:00+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57206,NATO Weighs Rapid Response Force for Eastern Europe.,1205,2014-09-01T19:58:51+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57210,Libyan Militias Seize Control of Capital as Chaos Rises.,664,2014-09-01T20:41:43+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57256,Tarnishing a Reputation as Storied Warriors.,1416,2014-09-02T00:25:18+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57263,Billboard Drives Home Extent of Corruption as Schools Suffer.,938,2014-09-02T00:46:31+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57275,Years of Rape and ‘Utter Contempt’ in Britain.,1547,2014-09-02T01:21:56+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
57324,Hong Kong Paper Drops Pro-Democracy Column.,803,2014-09-02T11:09:55+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
57359,"Tehran Unfetters Cellphones, and the Pictures Start Flowing.",986,2014-09-02T15:42:01+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
57380,ISIS Says It Killed Steven Sotloff After U.S. Strikes in Northern Iraq.,1295,2014-09-02T17:17:38+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
