wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q238334,Blanche of Lancaster,"English noblewoman and heiress, died 1368",Female,Kingdom of England,politician,1342,1368.0,,26.0,1300,136.0,False
Q238338,"Marie de Bourbon, Duchess of Montpensier",French princess,Female,France,aristocrat,1605,1627.0,,22.0,1600,162.0,False
Q238341,Euphrosyne of Kiev,Queen consort of Hungary,Female,,politician,1130,1186.0,,56.0,1100,118.0,False
Q238391,Haya Harareet,Israeli actress,Female,Israel,artist,1931,2021.0,,90.0,2000,202.0,False
Q238511,Mavro Orbin,"Croatian writer, pan-slavist, and historian",Male,Republic of Ragusa,researcher,1563,1614.0,,51.0,1600,161.0,False
Q238609,Constance of Antioch,Princess of Antioch (1127-1163),Female,,politician,1127,1163.0,,36.0,1100,116.0,False
Q238639,"William Cavendish, 4th Duke of Devonshire",Former Prime Minister of the United Kingdom,Male,Kingdom of Great Britain,politician,1720,1764.0,,44.0,1700,176.0,False
Q238744,Peter of Verona,Italian Roman Catholic priest,Male,,presbyter; christians jehovah’s witnesses,1206,1252.0,,46.0,1200,125.0,True
Q238884,Shirley Knight,American actress,Female,United States of America,artist,1936,2020.0,,84.0,2000,202.0,True
Q239081,Macrina the Younger,nun,Female,,nun,324,379.0,,55.0,300,37.0,True
Q239129,Frances of Rome,Italian mystic and religious foundress,Female,,monk,1384,1440.0,,56.0,1400,144.0,False
Q239160,Veronica Giuliani,Capuchin mystic,Female,,nun,1660,1727.0,,67.0,1700,172.0,False
Q239170,Ashikaga Yoshinori,6th shogun of the Ashikaga shogunate,Male,Japan,samurai,1394,1441.0,homicide,47.0,1400,144.0,False
Q239290,Elisabeth Corvinus,Hungarian princess,Female,Hungary,politician,1496,1508.0,,12.0,1500,150.0,False
Q239314,Julia Flavia,daughter of Emperor Titus and Marcia Furnilla,Female,ancient Rome,monarch,64,91.0,,27.0,0,9.0,True
Q239337,Philip the Good,as Philip III Duke of Burgundy (1396-1467),Male,France,politician,1396,1467.0,,71.0,1400,146.0,False
Q239355,Solomon ibn Gabirol,Andalusian poet and Jewish philosopher,Male,Caliphate of Córdoba,artist,1021,1058.0,,37.0,1000,105.0,False
Q239431,David Hermann,theologian,Male,,researcher,1625,1682.0,,57.0,1600,168.0,False
Q239441,"Agnes Howard, Duchess of Norfolk",British noble,Female,United Kingdom of Great Britain and Ireland,,1477,1545.0,,68.0,1500,154.0,True
Q239443,Margaret Leijonhufvud,(1516-1551),Female,Sweden,,1516,1551.0,natural causes,35.0,1500,155.0,False
Q239486,David II of Scotland,King of Scotland,Male,Kingdom of Scotland,monarch,1324,1371.0,,47.0,1300,137.0,False
Q239487,"Anne, Princess Royal and Princess of Orange",Dutch princess (1709-1759),Female,Kingdom of Great Britain; Dutch Republic,artist,1709,1759.0,,50.0,1700,175.0,False
Q239674,Adolf of Osnabrück,Cistercian monk and Bishop of Osnabrück,Male,Germany,religious figure,1185,1224.0,,39.0,1200,122.0,True
Q239785,Pál Kinizsi,Hungarian general,Male,Hungary,military personnel,1432,1494.0,,62.0,1400,149.0,False
Q239922,Duje Bonačić,Croatian rower,Male,Croatia,rower,1929,2020.0,,91.0,2000,202.0,False
Q239980,Carlo Cignani,Italian painter (1628-1719),Male,Papal States,artist,1628,1719.0,,91.0,1700,171.0,True
Q239994,Alonso de Figueroa y Córdoba,Royal Governor of Chile,Male,Spain,military personnel,1584,1652.0,,68.0,1600,165.0,True
Q240032,Werner von Orseln,Grand Master of the Teutonic Knights,Male,,,1280,1330.0,,50.0,1300,133.0,False
Q240094,Christiane Eberhardine of Brandenburg-Bayreuth,Queen of Poland,Female,Germany,aristocrat,1671,1727.0,,56.0,1700,172.0,False
Q240113,Marie Casimire Louise de La Grange d'Arquien,Queen of Poland (1641-1716),Female,France; Polish–Lithuanian Commonwealth,politician,1641,1716.0,,75.0,1700,171.0,False
Q240145,Eudoxia Lopukhina,"Russian tsarina, first wife of Peter I",Female,Russian Empire,,1669,1731.0,,62.0,1700,173.0,False
Q240150,Elena Glinskaya,second wife of Grand Prince Vasili III,Female,Period of appanages,politician,1510,1538.0,,28.0,1500,153.0,False
Q240221,Vojtěch of Bohemia,Archbishop of Salzburg,Male,,religious figure,1145,1200.0,,55.0,1200,120.0,False
Q240261,"Louise Françoise de Bourbon, Duchess of Bourbon",French godparent,Female,France,aristocrat,1673,1743.0,,70.0,1700,174.0,True
Q240272,Catherine Opalińska,Polish queen,Female,Polish–Lithuanian Commonwealth,politician,1680,1747.0,,67.0,1700,174.0,False
Q240297,Angela of Foligno,Italian saint,Female,,nun,1248,1309.0,,61.0,1300,130.0,False
Q240336,Emanuel van Meteren,Dutch historian,Male,Netherlands,researcher,1535,1612.0,,77.0,1600,161.0,True
Q240396,Jan Cornelisz Vermeyen,painter from the Northern Netherlands (1500-1559),Male,Netherlands,artist,1500,1559.0,,59.0,1500,155.0,False
Q240407,Anna of Savoy,"Byzantine Empress consort, as the second wife of Andronikos III Palaiologos (1306-1365)",Female,Byzantine Empire,politician,1306,1365.0,,59.0,1300,136.0,False
Q240413,Catherine of Genoa,Italian author and nurse,Female,Republic of Genova,nurse; christians jehovah’s witnesses,1447,1510.0,natural causes,63.0,1500,151.0,False
Q240548,Sibila of Fortia,Aragonese queen,Female,Crown of Aragón,politician,1350,1406.0,,56.0,1400,140.0,True
Q240580,"Infanta Pilar, Duchess of Badajoz",Spanish infanta,Female,Spain,athlete,1936,2020.0,,84.0,2000,202.0,True
Q240604,Maria of Antioch,Byzantine Empress,Female,Byzantine Empire,nun,1145,1182.0,capital punishment,37.0,1100,118.0,False
Q240610,Euphemia,Christian saint virgin and martyr,Female,,,289,304.0,,15.0,300,30.0,False
Q240649,Dirk Martens,Flemish printer,Male,Belgium,printer; editor,1446,1534.0,,88.0,1500,153.0,False
Q240737,Andrea del Castagno,Italian painter,Male,,artist,1420,1457.0,natural causes,37.0,1400,145.0,False
Q240781,Giovanni Marchiori,Italian sculptor (1696-1778),Male,Republic of Venice,artist,1696,1778.0,,82.0,1700,177.0,False
Q240794,Ida Haendel,Polish-born British violinist and violin teacher,Female,Poland; United Kingdom,violinist,1928,2020.0,,92.0,2000,202.0,False
Q240860,Constance of Hungary,Czech queen,Female,,politician,1180,1240.0,,60.0,1200,124.0,False
Q241026,Muhammad al-Bukhari,Muhaddith,Male,Abbasid Caliphate,artist,810,870.0,,60.0,800,87.0,False
Q241139,Marie Anne de Cupis de Camargo,French dancer,Female,Belgium; France,artist,1710,1770.0,,60.0,1700,177.0,False
Q241143,Julia Minor,"sister of Julius Caesar, and grandmother of Augustus",Female,ancient Rome,,-125,-51.0,,74.0,-100,-6.0,True
Q241179,Violant of Aragon,Castilian queen-consort,Female,Crown of Aragón,politician,1236,1301.0,,65.0,1300,130.0,True
Q241191,Magdalene Sibylle of Saxony,Princess of Denmark and Norway; Duchess consort of Saxe-Altenburg,Female,Norway; Denmark; Germany,aristocrat,1617,1668.0,,51.0,1600,166.0,False
Q241196,Princess Wilhelmine Ernestine of Denmark,Electress consort of the Palatinate,Female,Denmark,aristocrat,1650,1706.0,,56.0,1700,170.0,False
Q241200,František Václav Míča,"1694-1744, Czech conductor and composer",Male,Czech Republic,artist,1694,1744.0,,50.0,1700,174.0,True
Q241206,Luisa de Guzmán,Duchess of Braganza; Queen consort of Portugal (1613-1666),Female,Spain,politician,1613,1666.0,,53.0,1600,166.0,False
Q241209,Konrad III of Scharfenberg,Roman Catholic bishop,Male,,religious figure,1165,1224.0,,59.0,1200,122.0,False
Q241228,Agnes of Courtenay,Queens consort of Jerusalem,Female,Kingdom of Jerusalem,aristocrat,1133,1185.0,,52.0,1100,118.0,False
Q241245,Eleanor of Aragon,Queen of Portugal,Female,Portugal,monarch,1402,1445.0,,43.0,1400,144.0,False
Q241310,Margitta Gummel,East German shot putter,Female,Germany; German Democratic Republic,shot putter,1941,2021.0,,80.0,2000,202.0,False
Q241313,Theresa Kunegunda Sobieska,Electress of Bavaria and of the Electorate of the Palatinate (1676-1730),Female,Polish–Lithuanian Commonwealth,politician,1676,1730.0,,54.0,1700,173.0,True
Q241350,"Margaret, Countess of Anjou",French noble,Female,France,aristocrat,1273,1299.0,,26.0,1200,129.0,False
Q241386,Antigonus II Gonatas,King of Macedonia,Male,Macedonia,military personnel,-319,-239.0,natural causes,80.0,-300,-24.0,False
Q241387,Victor IV,antipope 1159 to 1164,Male,,religious figure,1095,1164.0,,69.0,1100,116.0,True
Q241423,Juliana of Nicomedia,Anatolian saint,Female,,martyr,285,304.0,,19.0,300,30.0,False
Q241424,Stephen the Posthumous,"Hungarian prince, duke of Slavonia",Male,Croatia,sovereign,1236,1271.0,,35.0,1200,127.0,True
Q241436,Mikołaj Zebrzydowski,Polish noble (1553-1620),Male,Polish–Lithuanian Commonwealth,politician,1553,1620.0,,67.0,1600,162.0,True
Q241447,Carlo Conti,Italian cardinal,Male,,religious figure,1556,1615.0,,59.0,1600,161.0,False
Q241451,Bertha of Sulzbach,Byzantine empress of German descent,Female,Byzantine Empire,ruler,1110,1159.0,,49.0,1100,115.0,True
Q241550,Catherine Carey,"chief Lady of the Bedchamber to Queen Elizabeth I, who was her first cousin",Female,Kingdom of England,lady-in-waiting,1523,1568.0,,45.0,1500,156.0,False
Q241627,"Alix, duchess of Brittany","Hereditary Duchess of Brittany 1203-1221, Breton noble",Female,,politician,1200,1221.0,,21.0,1200,122.0,True
Q241635,Eleanor of Sicily,Queen of Aragon,Female,,politician,1325,1375.0,,50.0,1300,137.0,True
Q241653,"Elizabeth of Carinthia, Queen of Germany",German queen,Female,,consort,1262,1312.0,,50.0,1300,131.0,False
Q241797,Natalya Naryshkina,Russian empress (1651-1694),Female,Tsardom of Russia,politician,1651,1694.0,,43.0,1600,169.0,False
Q241806,"Margaret Pole, Countess of Salisbury","English peeress, daughter of George, Duke of Clarence (1473-1541)",Female,Kingdom of England,politician,1473,1541.0,capital punishment,68.0,1500,154.0,False
Q241859,Richenza of Northeim,Holy Roman Emperess,Female,Germany,aristocrat,1087,1141.0,,54.0,1100,114.0,False
Q241923,Joan Beaufort,Queen Consort of Scotland from 1424 to 1437,Female,Kingdom of Scotland,politician,1404,1445.0,,41.0,1400,144.0,False
Q241982,Livia Orestilla,second wife of Roman Emperor Caligula,Female,ancient Rome,ruler,20,100.0,,80.0,100,10.0,False
Q242040,Magdalena de Pazzi,Italian Carmelite mystic and saint,Female,,artist,1566,1607.0,,41.0,1600,160.0,True
Q242072,Louise de Marillac,"co-founder, with Vincent de Paul, of the Daughters of Charity",Female,France,nurse,1591,1660.0,,69.0,1600,166.0,False
Q242145,Barbara Zápolya,"Queen consort of Poland, grandduchess consort of Lithuania",Female,,politician,1495,1515.0,,20.0,1500,151.0,False
Q242187,Agnes of Germany,Duchess of Swabia,Female,Germany,aristocrat,1072,1143.0,,71.0,1100,114.0,False
Q242274,Dorothea of Caesarea,Catholic saint,Female,,,279,311.0,,32.0,300,31.0,True
Q242276,Emma of France,French princess,Female,,politician,894,934.0,,40.0,900,93.0,False
Q242287,Joan of England,Queen of Scotland,Female,,politician,1210,1238.0,,28.0,1200,123.0,False
Q242291,Lady Katherine Grey,Potential successor to the English throne,Female,Kingdom of England,,1540,1568.0,,28.0,1500,156.0,False
Q242295,Eurydice I of Macedon,wife of king Amyntas III of Macedon,Female,,politician,-407,-366.0,,41.0,-400,-37.0,False
Q242317,Margaret of England,Queen of Scotland (1240-1275),Female,,politician,1240,1275.0,,35.0,1200,127.0,False
Q242322,Joan of The Tower,Queen of Scotland,Female,,politician,1321,1362.0,,41.0,1300,136.0,False
Q242332,Anne Bradstreet,Anglo-American poet,Female,Kingdom of England,artist,1612,1672.0,,60.0,1600,167.0,True
Q242336,Claude of Valois,French princess,Female,France,aristocrat,1547,1575.0,,28.0,1500,157.0,True
Q242344,Beatrice of England,daughter of King Henry III of England and Eleanor of Provence,Female,Kingdom of England,aristocrat,1242,1275.0,,33.0,1200,127.0,False
Q242388,John Flamsteed,English astronomer and the first Astronomer Royal,Male,United Kingdom,astronomer,1646,1719.0,,73.0,1700,171.0,False
Q242532,Marie Mancini,mistress of the King of France,Female,France,artist,1639,1715.0,,76.0,1700,171.0,False
Q242575,"Suzanne, Duchess of Bourbon",French noble (1491-1521),Female,,politician,1491,1521.0,,30.0,1500,152.0,True
Q242598,Blanche of Namur,14th-century queen consort,Female,Norway; Belgium; Sweden,aristocrat,1320,1363.0,,43.0,1300,136.0,False
Q242601,Bertrade de Montfort,frankish queen,Female,France,aristocrat,1070,1117.0,,47.0,1100,111.0,False
Q242636,"Isabel, Countess of Gloucester",English noblewoman who was married to King John,Female,Kingdom of England,politician,1200,1217.0,,17.0,1200,121.0,True
Q242640,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne","English aristocrat, prolific writer, and scientist",Female,United Kingdom; Kingdom of England,researcher,1623,1673.0,,50.0,1600,167.0,False
Q242688,John Hunyadi,"Regent-Governor of the Kingdom of Hungary, 1446–1453",Male,Kingdom of Hungary in the Middle Ages,politician,1407,1456.0,natural causes,49.0,1400,145.0,False
Q242746,Sigrid the Haughty,Viking Queen,Female,Sweden; Denmark,politician,968,1014.0,,46.0,1000,101.0,False
Q242769,Blanche of Artois,Queen of Navarre (1248-1302),Female,France,politician,1248,1302.0,,54.0,1300,130.0,False
Q242800,Minamoto no Yoritomo,1st shogun of the Kamakura shogunate (1147-1199),Male,Japan,politician,1147,1199.0,,52.0,1100,119.0,False
Q242825,"Elizabeth of Poland, Queen of Hungary",Hungarian queen,Female,,politician,1305,1380.0,,75.0,1300,138.0,False
Q242832,Lothair of France,French monarch (941-986),Male,France,politician,941,986.0,,45.0,900,98.0,False
Q242918,Lady Mary Grey,English noblewoman,Female,Kingdom of England,,1545,1578.0,,33.0,1500,157.0,True
Q242928,Princess Henriette Adelaide of Savoy,Italian princess,Female,Bavaria,aristocrat,1636,1676.0,,40.0,1600,167.0,False
Q242947,Elisabeth Therese of Lorraine,Sardinian queen consort,Female,,aristocrat,1711,1741.0,,30.0,1700,174.0,False
Q243118,Chilperic I,king of Neustria from 561 to 584 (537-584),Male,,monarch,537,584.0,,47.0,500,58.0,False
Q243122,Ferdinand III of León,King of Castile (1199-1252),Male,Kingdom of León,politician,1199,1252.0,,53.0,1200,125.0,False
Q243201,Grigory Potemkin,Russian military leader and statesman (1739-1791),Male,Russian Empire,researcher,1739,1791.0,,52.0,1700,179.0,True
Q243245,Ertuğrul Gazi,"Ottoman ruler, father of Osman I",Male,,military personnel,1188,1280.0,,92.0,1200,128.0,False
Q243375,Jakob Roggeveen,Dutch Pacific Ocean explorer,Male,Dutch Republic,explorer,1659,1729.0,,70.0,1700,172.0,False
Q243427,Adalbert of Prague,"Czech Roman Catholic saint, patron saint of Bohemia, Poland, Hungary and Prussia",Male,Czech Republic,religious figure,956,997.0,,41.0,900,99.0,False
Q243453,Charibert I,King of Paris,Male,,monarch,520,567.0,,47.0,500,56.0,False
Q243573,Roderic,Visigothic king in Hispania,Male,Visigothic Kingdom,sovereign,688,711.0,,23.0,700,71.0,False
Q243787,Grigorios Palamas,Greek monk and archbishop,Male,Byzantine Empire,artist,1296,1359.0,,63.0,1300,135.0,False
Q243872,Zwentibold,King of Lotharingia and Saint,Male,,monarch,870,900.0,,30.0,900,90.0,False
Q244007,Tamar of Georgia,historical Queen of Georgia (1166-1213),Female,Kingdom of Georgia,politician,1166,1213.0,,47.0,1200,121.0,False
Q244152,Willebrord Snellius,Dutch astronomer and mathematician,Male,Kingdom of the Netherlands,researcher,1580,1626.0,,46.0,1600,162.0,True
Q244345,Herod Archelaus,Ethnarch of Samaria/Judea/Idumea from 4 BC to 6 AD,Male,,,-23,18.0,,41.0,0,1.0,True
Q244380,Saint Denis,3rd-century Bishop of Paris and saint,Male,ancient Rome,religious figure,201,250.0,,49.0,200,25.0,True
Q244383,Rose of Lima,Peruvian colonist and Dominican saint,Female,Peru,christians jehovah’s witnesses,1586,1617.0,natural causes,31.0,1600,161.0,False
Q244413,Vincent de Paul,"French priest, founder and saint",Male,France,religious figure,1581,1660.0,,79.0,1600,166.0,False
Q244519,Tzvi Ashkenazi,Moravian rabbi,Male,,rabbi,1660,1718.0,,58.0,1700,171.0,False
Q244616,George Grenville,Prime Minister of Great Britain (1712-1770),Male,Kingdom of Great Britain,politician,1712,1770.0,,58.0,1700,177.0,True
Q244764,Hasekura Tsunenaga,Japanese samurai and diplomat,Male,Japan,politician,1571,1622.0,,51.0,1600,162.0,True
Q244766,Henry Pelham,Prime Minister of Great Britain,Male,Kingdom of Great Britain,politician,1694,1754.0,,60.0,1700,175.0,False
Q245315,Liu Bei,Shu Han emperor (161-223),Male,Shu Han,politician,161,223.0,natural causes,62.0,200,22.0,False
Q245621,Roque González de Santa Cruz,paraguayan missionary,Male,Paraguay,religious figure,1576,1628.0,,52.0,1600,162.0,True
Q245654,James Stuart,British politician (1696-1723),Male,Kingdom of Great Britain; Kingdom of Scotland,politician,1696,1723.0,,27.0,1700,172.0,False
Q245681,"Elizabeth Stanhope, Countess of Chesterfield",Irish noblewoman (1640-1665),Female,Ireland,,1640,1665.0,,25.0,1600,166.0,False
Q245693,"James Stuart, 1st Earl of Bute",Scottish politician (1666-1710),Male,Kingdom of Scotland,politician,1666,1710.0,,44.0,1700,171.0,False
Q245779,Ginevra Sforza,Italian noble,Female,Kingdom of Italy (Holy Roman Empire),,1440,1507.0,,67.0,1500,150.0,False
Q245833,"Mary Stuart, Countess of Bute",British noble (1718-1794),Female,Kingdom of Great Britain,politician,1718,1794.0,,76.0,1700,179.0,True
Q245836,"Thomas Butler, Viscount Thurles",Irish viscount,Male,Ireland,,1596,1619.0,,23.0,1600,161.0,False
Q245843,Martin Droeshout,English engraver of Flemish background,Male,Kingdom of England; Southern Netherlands,artist,1601,1650.0,,49.0,1600,165.0,False
Q245947,Anthonie Palamedes,painter from the Northern Netherlands (1601-1673),Male,Netherlands,artist,1601,1673.0,,72.0,1600,167.0,False
Q246000,Eulogius of Córdoba,Spanish bishop and saint,Male,emirate of Córdoba,religious figure,810,859.0,,49.0,800,85.0,True
Q246072,Jane Neville,English noblewoman,Female,Kingdom of England,,1530,1593.0,,63.0,1500,159.0,False
Q246091,Urban Hjärne,"Swedish scholar, chemist and physicist",Male,Sweden,researcher,1641,1724.0,,83.0,1700,172.0,False
Q246260,Constanzo Beschi,Italian missionary,Male,,artist,1680,1747.0,,67.0,1700,174.0,False
Q246279,Gunno Dahlstierna,Swedish poet,Male,Sweden,researcher,1661,1709.0,,48.0,1700,170.0,True
Q246312,Samuel Columbus,writer from Sweden,Male,Sweden,artist,1642,1679.0,,37.0,1600,167.0,True
Q246699,Lucidor,Swedish writer,Male,Sweden,artist,1638,1674.0,homicide,36.0,1600,167.0,False
Q246733,"Murrough O'Brien, 1st Earl of Inchiquin",Irish soldier,Male,,aristocrat,1614,1674.0,,60.0,1600,167.0,False
Q246812,Sweyn II of Denmark,Danish king,Male,Denmark,monarch,1020,1076.0,,56.0,1000,107.0,False
Q246818,John Kukuzelis,Medieval Orthodox Christian composer,Male,Bulgaria; Byzantine Empire,artist,1280,1360.0,,80.0,1300,136.0,False
Q246991,Lars Wivallius,Swedish writer,Male,Sweden,artist,1605,1669.0,,64.0,1600,166.0,False
Q247005,Salomon van Ruysdael,painter from the Northern Netherlands (c.1602-1670),Male,Netherlands,artist,1602,1670.0,,68.0,1600,167.0,False
Q247065,Záviš of Zápy,"Czech poet, composer and roman catholic priest",Male,Czech Republic,artist,1350,1411.0,,61.0,1400,141.0,False
Q247106,Li Yuansu,Tang Dynasty chancellor,Male,,politician,650,696.0,capital punishment,46.0,600,69.0,True
Q247133,Silvestros Syropoulos,Byzantine envoy,Male,Byzantine Empire,cleric,1400,1453.0,,53.0,1400,145.0,False
Q247164,John of Tobolsk,Russian saint,Male,Polish–Lithuanian Commonwealth; Tsardom of Russia,religious figure,1651,1715.0,,64.0,1700,171.0,False
Q247183,Cornelius van Poelenburgh,Dutch painter (1594-1667),Male,Netherlands,artist,1594,1667.0,,73.0,1600,166.0,False
Q247209,"Ulrich V, Count of Württemberg",Count of Württemberg-Stuttgart,Male,,aristocrat,1413,1480.0,,67.0,1400,148.0,False
Q247223,Philip of Sweden,King of Sweden,Male,Sweden,politician,1105,1118.0,,13.0,1100,111.0,False
Q247270,Anthony Neyrot,Italian Dominican martyr,Male,,religious figure,1425,1460.0,,35.0,1400,146.0,False
Q247287,Koca Davud Pasha,Albanian general and grand vizier of the Ottoman Empire from 1482 to 1497,Male,Ottoman Empire,politician,1401,1498.0,,97.0,1400,149.0,False
Q247320,Adriaan Reland,Dutch scholar,Male,Netherlands,researcher,1676,1718.0,,42.0,1700,171.0,False
Q247432,Henry III of Gelre,(1215-1285),Male,,,1215,1285.0,,70.0,1200,128.0,False
Q247786,"Ulrich I, Count of Württemberg",(1226-1265),Male,County of Württemberg,aristocrat,1226,1265.0,,39.0,1200,126.0,False
Q247795,"Ulrich III, Count of Württemberg",German count,Male,,aristocrat,1286,1344.0,,58.0,1300,134.0,False
Q247811,Julien Le Roy,French master clockmaker,Male,France,watchmaker; master craftsman,1686,1759.0,,73.0,1700,175.0,False
Q247817,"Ulrich II, Count of Württemberg",German count,Male,,aristocrat,1253,1279.0,,26.0,1200,127.0,False
Q247824,"Ulrich IV, Count of Württemberg",German count,Male,,aristocrat,1320,1366.0,,46.0,1300,136.0,False
Q247826,Abraham Heidanus,Dutch Calvinist minister,Male,Germany,religious figure,1597,1678.0,,81.0,1600,167.0,False
Q247901,Feodor Vassilyev,Father of 69 kids,Male,Russian Empire,peasant,1707,1782.0,,75.0,1700,178.0,False
Q248058,Cigalazade Yusuf Sinan Pasha,Ottoman admiral,Male,Ottoman Empire,privateer; condottiero,1552,1605.0,,53.0,1600,160.0,False
Q248225,Pietro Paolo Naldini,Italian sculptor (1616-1691),Male,,artist,1616,1691.0,,75.0,1600,169.0,False
Q248335,Dietrich I of Wettin,německý šlechtic,Male,,aristocrat,920,976.0,,56.0,900,97.0,True
Q248347,Michael Tarchaneiotes,Byzantine general,Male,Byzantine Empire,military personnel,1201,1284.0,,83.0,1200,128.0,True
Q248374,Alexios Doukas Philanthropenos,Byzantine admiral,Male,Byzantine Empire,military personnel,1201,1275.0,,74.0,1200,127.0,False
Q248381,Ashikaga Yoshimitsu,3rd shogun of the Ashikaga shogunate,Male,Japan,samurai; shogun,1358,1408.0,,50.0,1400,140.0,False
Q248410,Alexios Angelos Philanthropenos,Caesar of Thessaly,Male,Byzantine Empire,military personnel,1350,1380.0,,30.0,1300,138.0,False
Q248432,Ursula Micaela Morata,Spanish writer,Female,Spain,artist,1628,1703.0,,75.0,1700,170.0,False
Q248459,Alessandro Farnese,Italian cardinal and diplomat,Male,France,politician,1520,1589.0,,69.0,1500,158.0,False
Q248676,Ádám Forgách,Hungarian noble and businessman,Male,Hungary,businessperson,1601,1681.0,,80.0,1600,168.0,True
Q248781,Constantine IV,King of Armenia,Male,,sovereign,1324,1373.0,,49.0,1300,137.0,False
Q248888,Thomas Berlower,bishop and diplomat,Male,Holy Roman Empire,religious figure,1421,1496.0,,75.0,1400,149.0,False
Q249028,Abraham van der Hulst,Dutch admiral,Male,Netherlands,military personnel,1619,1666.0,,47.0,1600,166.0,False
Q249029,"Francis, Duke of Pomerania","Duke of Pomerania-Stettin, Bishop of Cammin",Male,,religious figure,1589,1620.0,,31.0,1600,162.0,False
Q249058,Al-Aziz Uthman,Sultan of Egypt (1171-1198),Male,,politician,1171,1198.0,accident,27.0,1100,119.0,True
Q249103,Giovanni Domenico de Cupis,Catholic cardinal,Male,,religious figure,1493,1553.0,,60.0,1500,155.0,False
Q249112,"Francis Erdmann, Duke of Saxe-Lauenburg",German duke,Male,,ruler,1629,1666.0,,37.0,1600,166.0,False
Q249121,Qalawun,Bahri Mamluk sultan ruler of Egypt (c.1222-1290) (r.1279-1290),Male,Egypt,politician,1222,1290.0,,68.0,1200,129.0,False
Q249183,"Thomas, 2nd Earl of Lancaster",English noble (1278-1322),Male,Kingdom of England,politician,1278,1322.0,,44.0,1300,132.0,False
Q249270,Dmitry of Pereslavl,Russian Grand Prince (1254-1294),Male,Grand Duchy of Vladimir,politician,1254,1294.0,,40.0,1200,129.0,False
Q249292,Cornelis de Witt,Dutch politician (1623-1672),Male,Dutch Republic,politician,1623,1672.0,homicide,49.0,1600,167.0,False
Q249313,Camille Desmoulins,French politician (1760-1794),Male,France,politician,1760,1794.0,,34.0,1700,179.0,False
Q249386,Pierre Richer de Belleval,French botanist (1558-1632),Male,France,researcher,1558,1632.0,,74.0,1600,163.0,False
Q249412,Charles-Georges Le Roy,French encyclopedist,Male,France,encyclopédistes,1723,1789.0,,66.0,1700,178.0,False
Q249539,Ádám Batthyány,Hungarian noble,Male,Hungary,chamberlain,1609,1659.0,,50.0,1600,165.0,False
Q249558,Petru Rareș,voievod of Moldavia,Male,Principality of Moldavia,,1487,1546.0,,59.0,1500,154.0,False
Q249629,Jacopo Dondi dell'Orologio,"doctor, astronomer, clock-maker, polymath",Male,,researcher,1293,1359.0,,66.0,1300,135.0,False
Q249642,"James II, Count of La Marche",French noble,Male,France,condottiero,1370,1438.0,,68.0,1400,143.0,False
Q249689,Valentin Haussmann,componist,Male,,artist,1565,1614.0,,49.0,1600,161.0,True
Q249700,Maarten Gerritsz Vries,Dutch explorer,Male,Netherlands,explorer,1589,1647.0,,58.0,1600,164.0,False
Q249797,Heinrich Karl Ludwig de Herault,Prussian Army general,Male,,military personnel,1689,1757.0,,68.0,1700,175.0,False
Q249953,"Isabella, Princess of Taranto",Queen consort of Naples and suo jure Princess of Taranto,Female,,politician,1424,1465.0,,41.0,1400,146.0,False
Q249971,Martha of Armagnac,French noble,Female,,aristocrat,1347,1378.0,,31.0,1300,137.0,False
Q250089,Alessandro Piccolomini,Italian writer and philosopher,Male,,artist,1508,1579.0,,71.0,1500,157.0,False
Q250091,Ashot I of Iberia,presiding prince of Iberia (modern Georgia),Male,,sovereign,800,826.0,,26.0,800,82.0,True
Q250210,Leonardo Loredan,75th Doge of Venice (1436-1521),Male,Republic of Venice,politician,1436,1521.0,,85.0,1500,152.0,True
Q250321,Maurice Scève,French poet,Male,France,artist,1501,1564.0,,63.0,1500,156.0,False
Q250338,Leonardo Donato,Doge of Venice (1536-1612),Male,Republic of Venice,politician,1536,1612.0,,76.0,1600,161.0,True
Q250370,Brendan of Birr,Irish monastic saint,Male,Ireland,religious servant,500,573.0,,73.0,500,57.0,False
Q250414,Poliziano,Italian classical scholar and poet (1454-1494),Male,Republic of Florence; Republic of Siena,artist,1454,1494.0,,40.0,1400,149.0,False
Q250708,"Álmos, Grand Prince of the Magyars",Hungarian politician,Male,Hungary,tribal chief,820,895.0,,75.0,800,89.0,False
Q250731,"Álmos, Duke of Nitra",Duke of Croatia,Male,,monarch,1070,1129.0,,59.0,1100,112.0,False
Q250763,Álvar Núñez Cabeza de Vaca,Spanish explorer of the New World,Male,Spain,artist,1488,1558.0,,70.0,1500,155.0,False
Q250891,Charles-Henri-Louis d'Arsac de Ternay,French naval admiral,Male,France,military personnel,1723,1780.0,,57.0,1700,178.0,False
Q250942,Zsófia Báthory,Princess Consort of Transylvania,Female,Polish–Lithuanian Commonwealth,politician,1629,1680.0,,51.0,1600,168.0,True
Q250983,Giulio Variboba,Italian poet,Male,Albania,artist,1725,1788.0,,63.0,1700,178.0,False
Q251030,Michel Le Nobletz,missionary,Male,France,artist,1577,1652.0,,75.0,1600,165.0,True
Q251055,Wolf Dietrich von Raitenau,prince-archbishop of Salzburg,Male,Holy Roman Empire,artist,1559,1617.0,,58.0,1600,161.0,False
