entity_type,name,surname,full_count,surname_count,index_used,error
historical_figure,Ulrich von Seckau,Seckau,1,2630,v4_olmo-mix-1124_llama,
historical_figure,Gérard de Rougemont,Rougemont,1,68224,v4_olmo-mix-1124_llama,
historical_figure,Gottfried III,III,309,67878297,v4_olmo-mix-1124_llama,
historical_figure,"Guy of Ibelin, constable of Cyprus",Cyprus,4,10094757,v4_olmo-mix-1124_llama,
historical_figure,Guy de Château-Porcien,Château-Porcien,0,293,v4_olmo-mix-1124_llama,
historical_figure,Heinrich I.,I.,2103,51944699,v4_olmo-mix-1124_llama,
historical_figure,Heinrich I. von Zipplingen,Zipplingen,0,67,v4_olmo-mix-1124_llama,
historical_figure,Heinrich III.,III.,1763,8313221,v4_olmo-mix-1124_llama,
historical_figure,Heinrich von Kirchberg,Kirchberg,9,43879,v4_olmo-mix-1124_llama,
historical_figure,Heinrich von Thun,Thun,1555,1135593,v4_olmo-mix-1124_llama,
historical_figure,"Herman III, Lord of Lippe",Lippe,0,187483,v4_olmo-mix-1124_llama,
historical_figure,Hugo I.,I.,335,51944699,v4_olmo-mix-1124_llama,
historical_figure,"Hugh, Count of Brienne",Brienne,36,945191,v4_olmo-mix-1124_llama,
historical_figure,Гуго де Сюржер,Сюржер,0,0,v4_olmo-mix-1124_llama,
historical_figure,Ida of Arnsberg,Arnsberg,0,31278,v4_olmo-mix-1124_llama,
historical_figure,Johannes von Tralau,Tralau,0,1285,v4_olmo-mix-1124_llama,
historical_figure,Irmgard of Berg,Berg,25,16994675,v4_olmo-mix-1124_llama,
historical_figure,Jacob of Lorraine,Lorraine,7,3516544,v4_olmo-mix-1124_llama,
historical_figure,Jean de Cossonay,Cossonay,15,2337,v4_olmo-mix-1124_llama,
historical_figure,Jan I van der Lede,Lede,0,562383,v4_olmo-mix-1124_llama,
historical_figure,Johann von Ennsthal,Ennsthal,0,354,v4_olmo-mix-1124_llama,
historical_figure,Johannes Bonus,Bonus,0,8354359,v4_olmo-mix-1124_llama,
historical_figure,Albrecht II. von Mutzschen,Mutzschen,0,117,v4_olmo-mix-1124_llama,
historical_figure,Laurentius Hispanus,Hispanus,175,11482,v4_olmo-mix-1124_llama,
historical_figure,Leopold II. von Schönfeld,Schönfeld,0,28233,v4_olmo-mix-1124_llama,
historical_figure,Dirk I van Valkenburg,Valkenburg,0,95350,v4_olmo-mix-1124_llama,
historical_figure,Richardis of Bavaria,Bavaria,18,3086364,v4_olmo-mix-1124_llama,
historical_figure,Luke of Padua,Padua,0,943935,v4_olmo-mix-1124_llama,
historical_figure,Henry I of Avaugour,Avaugour,1,154,v4_olmo-mix-1124_llama,
historical_figure,"Margaret of Sweden, Queen of Norway",Norway,6,25105955,v4_olmo-mix-1124_llama,
historical_figure,Nicholas Arnesson,Arnesson,66,8051,v4_olmo-mix-1124_llama,
historical_figure,Nicholas of Ajello,Ajello,110,28258,v4_olmo-mix-1124_llama,
historical_figure,István Báncsa,Báncsa,0,218,v4_olmo-mix-1124_llama,
historical_figure,William of Tudela,Tudela,726,99720,v4_olmo-mix-1124_llama,
historical_figure,Philip of Castile,Castile,303,2018276,v4_olmo-mix-1124_llama,
historical_figure,Marianus II of Torres,Torres,33,6888537,v4_olmo-mix-1124_llama,
historical_figure,Matilda of Béthune,Béthune,23,23026,v4_olmo-mix-1124_llama,
historical_figure,Otto I.,I.,10452,51944699,v4_olmo-mix-1124_llama,
historical_figure,Dirk II van Zeeland Van Voorne,Voorne,0,5073,v4_olmo-mix-1124_llama,
historical_figure,Herman V van Woerden,Woerden,1,29387,v4_olmo-mix-1124_llama,
historical_figure,"Richard Mór de Burgh, 1st Baron of Connaught",Connaught,148,569561,v4_olmo-mix-1124_llama,
historical_figure,Robert de Cressonsacq,Cressonsacq,0,109,v4_olmo-mix-1124_llama,
historical_figure,Bertrand II of Forcalquier,Forcalquier,18,11891,v4_olmo-mix-1124_llama,
historical_figure,Hugo I van Naaldwijk,Naaldwijk,0,3625,v4_olmo-mix-1124_llama,
historical_figure,William of Donjeon,Donjeon,56,167,v4_olmo-mix-1124_llama,
historical_figure,Iacopo Rusticucci,Rusticucci,397,5696,v4_olmo-mix-1124_llama,
historical_figure,Romée de Villeneuve,Villeneuve,9,1032745,v4_olmo-mix-1124_llama,
historical_figure,"Baldwin II, Count of Guînes",Guînes,2,3538,v4_olmo-mix-1124_llama,
historical_figure,Blanche of Navarre,Navarre,2200,1211470,v4_olmo-mix-1124_llama,
historical_figure,Siegfried II,II,1442,191309107,v4_olmo-mix-1124_llama,
historical_figure,Siegfried IV.,IV.,3,5438600,v4_olmo-mix-1124_llama,
historical_figure,Simon II,II,4989,191309107,v4_olmo-mix-1124_llama,
historical_figure,Sophia von Sachsen,Sachsen,48,425495,v4_olmo-mix-1124_llama,
historical_figure,Guigues VI of Viennois,Viennois,113,14033,v4_olmo-mix-1124_llama,
historical_figure,Guillem de Cabestany,Cabestany,178,7600,v4_olmo-mix-1124_llama,
historical_figure,"Gaston VII, Viscount of Béarn",Béarn,198,51964,v4_olmo-mix-1124_llama,
historical_figure,"William II, Lord of Béthune",Béthune,3,23026,v4_olmo-mix-1124_llama,
historical_figure,Choe Hang,Hang,1060,13961282,v4_olmo-mix-1124_llama,
historical_figure,Beatrice of Bohemia,Bohemia,22,2326478,v4_olmo-mix-1124_llama,
historical_figure,Urraca of Portugal,Portugal,380,20829497,v4_olmo-mix-1124_llama,
historical_figure,Tommaso da Capua,Capua,20,316765,v4_olmo-mix-1124_llama,
historical_figure,"Alice, Countess of Bigorre",Bigorre,1,18418,v4_olmo-mix-1124_llama,
historical_figure,Tore Gudmundsson,Gudmundsson,65,102517,v4_olmo-mix-1124_llama,
historical_figure,Marie de Coucy,Coucy,781,36441,v4_olmo-mix-1124_llama,
historical_figure,Uffe Thrugotsen,Thrugotsen,0,43,v4_olmo-mix-1124_llama,
historical_figure,Ulrich I. von Rechberg,Rechberg,0,3148,v4_olmo-mix-1124_llama,
historical_figure,Ulrich II of Münzenberg,Münzenberg,2,24278,v4_olmo-mix-1124_llama,
historical_figure,Ulrich von Sax,Sax,27,12874002,v4_olmo-mix-1124_llama,
historical_figure,Willem I van Bronckhorst,Bronckhorst,0,32157,v4_olmo-mix-1124_llama,
historical_figure,"John Tristan, Count of Anjou and Maine",Maine,0,19523809,v4_olmo-mix-1124_llama,
historical_figure,Anders Sunesen,Sunesen,1298,4910,v4_olmo-mix-1124_llama,
historical_figure,Mstislav Mstislavich,Mstislavich,756,6383,v4_olmo-mix-1124_llama,
historical_figure,"Walter Comyn, Lord of Badenoch",Badenoch,31,60418,v4_olmo-mix-1124_llama,
historical_figure,Alan II of Avaugour,Avaugour,0,154,v4_olmo-mix-1124_llama,
historical_figure,Kunigunde van Bronckhorst,Bronckhorst,0,32157,v4_olmo-mix-1124_llama,
historical_figure,Ermengarde de Beaumont,Beaumont,636,2135481,v4_olmo-mix-1124_llama,
historical_figure,William de Raley,Raley,162,158342,v4_olmo-mix-1124_llama,
historical_figure,"William de Redvers, 5th Earl of Devon",Devon,61,6536655,v4_olmo-mix-1124_llama,
historical_figure,Niccolò de Romanis,Romanis,7,62223,v4_olmo-mix-1124_llama,
historical_figure,Hōjō Yoshimasa,Yoshimasa,8,64216,v4_olmo-mix-1124_llama,
historical_figure,Adam of Dryburgh,Dryburgh,385,36549,v4_olmo-mix-1124_llama,
historical_figure,John of Vercelli,Vercelli,426,99194,v4_olmo-mix-1124_llama,
historical_figure,Humbert of Romans,Romans,1403,30445991,v4_olmo-mix-1124_llama,
historical_figure,Conrad II Kettler,Kettler,0,108670,v4_olmo-mix-1124_llama,
historical_figure,Alexander von Soltwedel,Soltwedel,0,2715,v4_olmo-mix-1124_llama,
historical_figure,Ulrich III of Neuchâtel,Neuchâtel,45,160702,v4_olmo-mix-1124_llama,
historical_figure,Sancha of Portugal,Portugal,118,20829497,v4_olmo-mix-1124_llama,
historical_figure,"William X, Count of Auvergne",Auvergne,0,315337,v4_olmo-mix-1124_llama,
historical_figure,Jalal ud din Firuz Khalji,Khalji,210,73830,v4_olmo-mix-1124_llama,
historical_figure,Ottaviano dei Conti di Segni,Segni,8,47507,v4_olmo-mix-1124_llama,
historical_figure,Princess Helena Sverkersdotter of Sweden,Sweden,15,35969966,v4_olmo-mix-1124_llama,
historical_figure,Nicolaas van Sassenheim,Sassenheim,0,2733,v4_olmo-mix-1124_llama,
historical_figure,Lu Xiufu,Xiufu,2069,3364,v4_olmo-mix-1124_llama,
historical_figure,Guy I of Thouars,Thouars,0,24313,v4_olmo-mix-1124_llama,
historical_figure,Aharon HaLevi,HaLevi,1084,98910,v4_olmo-mix-1124_llama,
historical_figure,Adam II de Beaumont-Gâtinais,Beaumont-Gâtinais,0,21,v4_olmo-mix-1124_llama,
historical_figure,Alain V de Rohan,Rohan,0,2151987,v4_olmo-mix-1124_llama,
historical_figure,Amaury I de Craon,Craon,5,15839,v4_olmo-mix-1124_llama,
historical_figure,Andreas de Moravia,Moravia,95,798283,v4_olmo-mix-1124_llama,
historical_figure,Arnaldo da Limena,Limena,6,3260,v4_olmo-mix-1124_llama,
historical_figure,Marie of Oignies,Oignies,306,3376,v4_olmo-mix-1124_llama,
historical_figure,Beatrice of Auxonne,Auxonne,0,4262,v4_olmo-mix-1124_llama,
historical_figure,Olivier I de Clisson,Clisson,10,31835,v4_olmo-mix-1124_llama,
historical_figure,Diego López II de Haro,Haro,84,401610,v4_olmo-mix-1124_llama,
historical_figure,Maximus II of Constantinople,Constantinople,2,6264664,v4_olmo-mix-1124_llama,
historical_figure,Shizuka Gozen,Gozen,2014,70048,v4_olmo-mix-1124_llama,
historical_figure,Germanus III of Costantinople,Costantinople,0,3825,v4_olmo-mix-1124_llama,
historical_figure,Gilles Ier de Beaumetz,Beaumetz,0,1835,v4_olmo-mix-1124_llama,
historical_figure,Gregorio Crescenzi,Crescenzi,1,38429,v4_olmo-mix-1124_llama,
historical_figure,Gregorio Theodoli,Theodoli,0,2850,v4_olmo-mix-1124_llama,
historical_figure,Guido Pierleone,Pierleone,0,2315,v4_olmo-mix-1124_llama,
historical_figure,Guido Papareschi,Papareschi,2,1120,v4_olmo-mix-1124_llama,
historical_figure,William II of Baux,Baux,3,199535,v4_olmo-mix-1124_llama,
historical_figure,"William IX, Dauphin of Auvergne",Auvergne,0,315337,v4_olmo-mix-1124_llama,
historical_figure,Guillaume de Beaumont-Gâtinais,Beaumont-Gâtinais,0,21,v4_olmo-mix-1124_llama,
historical_figure,Guillaume de Beaumont-au-Maine,Beaumont-au-Maine,0,315,v4_olmo-mix-1124_llama,
historical_figure,Guillaume de Bray,Bray,76,4136055,v4_olmo-mix-1124_llama,
historical_figure,Guillaume de Roquefeuil,Roquefeuil,23,7921,v4_olmo-mix-1124_llama,
historical_figure,William of Saliceto,Saliceto,835,3452,v4_olmo-mix-1124_llama,
historical_figure,Guy III of Saint-Pol,Saint-Pol,1,23939,v4_olmo-mix-1124_llama,
historical_figure,Guy VIII de Laval,Laval,2,1606174,v4_olmo-mix-1124_llama,
historical_figure,"Gerard III, Count of Rieneck",Rieneck,1,3227,v4_olmo-mix-1124_llama,
historical_figure,Haraldr Óláfsson,Óláfsson,155,3326,v4_olmo-mix-1124_llama,
historical_figure,Hasan al-Rammah,al-Rammah,2691,5530,v4_olmo-mix-1124_llama,
historical_figure,John Halgren of Abbeville,Abbeville,4,213806,v4_olmo-mix-1124_llama,
historical_figure,Dirk I van Wassenaer,Wassenaer,0,8860,v4_olmo-mix-1124_llama,
historical_figure,Ichijō Ietsune,Ietsune,1,171,v4_olmo-mix-1124_llama,
historical_figure,Jean Ier de Courtenay-Champignelles,Courtenay-Champignelles,0,9,v4_olmo-mix-1124_llama,
historical_figure,Jean Le Faë,Faë,0,19092,v4_olmo-mix-1124_llama,
historical_figure,"Magnus II, Earl of Orkney",Orkney,3,1118928,v4_olmo-mix-1124_llama,
historical_figure,Margaret of Burgundy,Burgundy,8521,2925362,v4_olmo-mix-1124_llama,
historical_figure,Marie de Bourbon-Dampierre,Bourbon-Dampierre,0,346,v4_olmo-mix-1124_llama,
historical_figure,"Martha, Viscountess of Marsan",Marsan,7,133544,v4_olmo-mix-1124_llama,
historical_figure,Eskil Magnusson,Magnusson,394,361746,v4_olmo-mix-1124_llama,
historical_figure,Bleddyn Fardd,Fardd,228,2764,v4_olmo-mix-1124_llama,
historical_figure,Dafydd Benfras,Benfras,344,1471,v4_olmo-mix-1124_llama,
historical_figure,Nicolas de Hanapes,Hanapes,19,24,v4_olmo-mix-1124_llama,
historical_figure,Nicephorus II of Constantinople,Constantinople,2,6264664,v4_olmo-mix-1124_llama,
historical_figure,Olaf the Black,Black,2483,241876916,v4_olmo-mix-1124_llama,
historical_figure,"Pierre de Capoue, le mineur",mineur,0,22005,v4_olmo-mix-1124_llama,
historical_figure,Pietro Diana,Diana,18,16616391,v4_olmo-mix-1124_llama,
historical_figure,Gil de Casaio,Casaio,0,411,v4_olmo-mix-1124_llama,
historical_figure,Maelgwn ap Rhys,Rhys,451,2878972,v4_olmo-mix-1124_llama,
historical_figure,"William de Ferrers, 5th Earl of Derby",Derby,127,7580690,v4_olmo-mix-1124_llama,
historical_figure,Richard FitzRoy,FitzRoy,147,119976,v4_olmo-mix-1124_llama,
historical_figure,Richard Turstin,Turstin,10,3250,v4_olmo-mix-1124_llama,
historical_figure,"Roger Bigod, 2nd Earl of Norfolk",Norfolk,177,5246754,v4_olmo-mix-1124_llama,
historical_figure,Reginald of Piperno,Piperno,771,35928,v4_olmo-mix-1124_llama,
historical_figure,Christina of Norway,Norway,181,25105955,v4_olmo-mix-1124_llama,
historical_figure,Agnes of Denmark,Denmark,10,20903672,v4_olmo-mix-1124_llama,
historical_figure,Sophia of Wittelsbach,Wittelsbach,30,109766,v4_olmo-mix-1124_llama,
historical_figure,Thomas Hélye,Hélye,92,145,v4_olmo-mix-1124_llama,
historical_figure,Umberto IV da Pirovano,Pirovano,1,14195,v4_olmo-mix-1124_llama,
historical_figure,"Walter de Burgh, 1st Earl of Ulster",Ulster,219,3157366,v4_olmo-mix-1124_llama,
historical_figure,Isaac ben Dorbolo,Dorbolo,149,2529,v4_olmo-mix-1124_llama,
historical_figure,Étienne d'Arrabagne,d'Arrabagne,0,0,v4_olmo-mix-1124_llama,
historical_figure,Andrea Dandolo,Dandolo,2009,66161,v4_olmo-mix-1124_llama,
historical_figure,Bartholomaeus of Neocastro,Neocastro,94,639,v4_olmo-mix-1124_llama,
historical_figure,"Beatrice of Castile, Marchioness of Montferrat",Montferrat,4,78442,v4_olmo-mix-1124_llama,
historical_figure,Corrado I Lancia,Lancia,12,468877,v4_olmo-mix-1124_llama,
historical_figure,Frederick of Castile,Castile,94,2018276,v4_olmo-mix-1124_llama,
historical_figure,"Canute, Duke of Estonia",Estonia,7,6375570,v4_olmo-mix-1124_llama,
historical_figure,"Gerald FitzMaurice, 1st Lord of Offaly",Offaly,78,161042,v4_olmo-mix-1124_llama,
historical_figure,Giovanni da Velletri,Velletri,88,28013,v4_olmo-mix-1124_llama,
historical_figure,Goffredo da Bussero,Bussero,33,330,v4_olmo-mix-1124_llama,
historical_figure,Gonçalo de Amarante,Amarante,182,66252,v4_olmo-mix-1124_llama,
historical_figure,Guido da Cortona,Cortona,3,139407,v4_olmo-mix-1124_llama,
historical_figure,John Lexington,Lexington,74,4632936,v4_olmo-mix-1124_llama,
historical_figure,Joseph ben Judah of Ceuta,Ceuta,170,323483,v4_olmo-mix-1124_llama,
historical_figure,Ralph of Longchamp,Longchamp,3,166183,v4_olmo-mix-1124_llama,
historical_figure,Saint Beatrice d'Este,d'Este,2,122703,v4_olmo-mix-1124_llama,
historical_figure,Manfred I Lancia,Lancia,44,468877,v4_olmo-mix-1124_llama,
historical_figure,"Margaret de Braose, Lady of Trim",Trim,2,5381468,v4_olmo-mix-1124_llama,
historical_figure,"Maurice FitzGerald, 3rd Lord of Offaly",Offaly,15,161042,v4_olmo-mix-1124_llama,
historical_figure,Nuno Eanes Cerzeo,Cerzeo,0,2,v4_olmo-mix-1124_llama,
historical_figure,Perceval Doria,Doria,383,519253,v4_olmo-mix-1124_llama,
historical_figure,Pietro d'Aragona,d'Aragona,67,9041,v4_olmo-mix-1124_llama,
historical_figure,"Peter of Castile, Lord of Ledesma",Ledesma,1,162292,v4_olmo-mix-1124_llama,
historical_figure,"William Maudit, 8th Earl of Warwick",Warwick,52,4595520,v4_olmo-mix-1124_llama,
historical_figure,"William de Beauchamp, 9th Earl of Warwick",Warwick,423,4595520,v4_olmo-mix-1124_llama,
historical_figure,Benvenutus Scotivoli,Scotivoli,8,33,v4_olmo-mix-1124_llama,
historical_figure,Rhys Fychan,Fychan,1292,17536,v4_olmo-mix-1124_llama,
historical_figure,Roman II Igorevich,Igorevich,4,11914,v4_olmo-mix-1124_llama,
historical_figure,Henrik Harpestræng,Harpestræng,248,483,v4_olmo-mix-1124_llama,
historical_figure,"William Fitz Alan, 1st Lord of Oswestry and Clun",Clun,3,509542,v4_olmo-mix-1124_llama,
historical_figure,Theodora Yourivich,Yourivich,0,12,v4_olmo-mix-1124_llama,
historical_figure,Hugh de Balliol,Balliol,74,242944,v4_olmo-mix-1124_llama,
historical_figure,Aaron ha-Levi of Barcelona,Barcelona,245,15005294,v4_olmo-mix-1124_llama,
historical_figure,Abraham Bedersi,Bedersi,752,2032,v4_olmo-mix-1124_llama,
historical_figure,"Anne of Burgundy, Countess of Savoy",Savoy,0,1816186,v4_olmo-mix-1124_llama,
historical_figure,Arnau de Gurb,Gurb,17,144507,v4_olmo-mix-1124_llama,
historical_figure,Baba Hyder Vali of Mulbagal,Mulbagal,6,6253,v4_olmo-mix-1124_llama,
historical_figure,Bartholomew le Gros,Gros,27,4275571,v4_olmo-mix-1124_llama,
historical_figure,Gertrude of Hackeborn,Hackeborn,131,905,v4_olmo-mix-1124_llama,
historical_figure,Benedicta of Bjelbo,Bjelbo,6,2082,v4_olmo-mix-1124_llama,
historical_figure,Konstantinos Komnenos Doukas,Doukas,0,99301,v4_olmo-mix-1124_llama,
historical_figure,"Dietrich IV, Count of Cleves",Cleves,4,274691,v4_olmo-mix-1124_llama,
historical_figure,Ela Longespee,Longespee,114,8017,v4_olmo-mix-1124_llama,
historical_figure,Elias of Dereham,Dereham,691,74871,v4_olmo-mix-1124_llama,
historical_figure,Eliezer ben Joel HaLevi,HaLevi,188,98910,v4_olmo-mix-1124_llama,
historical_figure,Fujiwara no Ariko,Ariko,3,14299,v4_olmo-mix-1124_llama,
historical_figure,Gerard de Camville,Camville,416,7136,v4_olmo-mix-1124_llama,
historical_figure,Gilbert Basset,Basset,707,690935,v4_olmo-mix-1124_llama,
historical_figure,Gilbert de Umfraville,Umfraville,543,10140,v4_olmo-mix-1124_llama,
historical_figure,Gilbert of Preston,Preston,84,6497385,v4_olmo-mix-1124_llama,
historical_figure,Henry Fitz-Ailwin de Londonestone,Londonestone,275,291,v4_olmo-mix-1124_llama,
historical_figure,Henry of Braybrooke,Braybrooke,54,17062,v4_olmo-mix-1124_llama,
historical_figure,Fernando Alfonso de León,León,0,1222132,v4_olmo-mix-1124_llama,
historical_figure,Ferdinand of León,León,107,1222132,v4_olmo-mix-1124_llama,
historical_figure,Gonzalo Yáñez de Aguilar,Aguilar,45,1349014,v4_olmo-mix-1124_llama,
historical_figure,Hugh de Balsham,Balsham,590,8851,v4_olmo-mix-1124_llama,
historical_figure,Hugh de Mapenor,Mapenor,32,83,v4_olmo-mix-1124_llama,
historical_figure,Mafalda de Castilla,Castilla,0,459303,v4_olmo-mix-1124_llama,
historical_figure,Paulus Hungarus,Hungarus,120,1538,v4_olmo-mix-1124_llama,
historical_figure,Irene Syrikaina,Syrikaina,47,54,v4_olmo-mix-1124_llama,
historical_figure,Isabella de Braose,Braose,425,35904,v4_olmo-mix-1124_llama,
historical_figure,Jacobus Balduinus,Balduinus,29,2401,v4_olmo-mix-1124_llama,
historical_figure,João Forjaz Marinho,Marinho,0,74824,v4_olmo-mix-1124_llama,
historical_figure,John Blund,Blund,11652,697943,v4_olmo-mix-1124_llama,
historical_figure,John de Cogan,Cogan,328,309847,v4_olmo-mix-1124_llama,
historical_figure,John de Lacy,Lacy,1684,1742026,v4_olmo-mix-1124_llama,
historical_figure,John de Sandford,Sandford,18,545218,v4_olmo-mix-1124_llama,
historical_figure,John of la Rochelle,Rochelle,77,1593837,v4_olmo-mix-1124_llama,
historical_figure,Marguerite de Nully,Nully,0,7363,v4_olmo-mix-1124_llama,
historical_figure,Maurice de Berkeley,Berkeley,1132,18445165,v4_olmo-mix-1124_llama,
historical_figure,Choe Ui,Ui,1037,1171633,v4_olmo-mix-1124_llama,
historical_figure,Nicholas of Crotone,Crotone,6,60407,v4_olmo-mix-1124_llama,
historical_figure,Philippa of Dammartin,Dammartin,0,17926,v4_olmo-mix-1124_llama,
historical_figure,Ramón de Bonifaz,Bonifaz,72,38271,v4_olmo-mix-1124_llama,
historical_figure,Richard de Morins,Morins,100,5667,v4_olmo-mix-1124_llama,
historical_figure,Robert Stitchill,Stitchill,7,225,v4_olmo-mix-1124_llama,
historical_figure,Robert Wickhampton,Wickhampton,1,965,v4_olmo-mix-1124_llama,
historical_figure,Roger Godberd,Godberd,1429,2933,v4_olmo-mix-1124_llama,
historical_figure,Roger de Clifford,Clifford,1995,4944417,v4_olmo-mix-1124_llama,
historical_figure,Roger de Leybourne,Leybourne,332,15710,v4_olmo-mix-1124_llama,
historical_figure,"Roger de Montalt, 1st Baron Montalt",Montalt,5,10604,v4_olmo-mix-1124_llama,
historical_figure,Simon Walton,Walton,1718,5432359,v4_olmo-mix-1124_llama,
historical_figure,"Simon, brother of Walter fitz Alan",Alan,1,39081788,v4_olmo-mix-1124_llama,
historical_figure,Sir John de Grey,Grey,219,24993721,v4_olmo-mix-1124_llama,
historical_figure,Sylvester of Assisi,Assisi,51,922261,v4_olmo-mix-1124_llama,
historical_figure,"Viola, Duchess of Opole",Opole,5,65521,v4_olmo-mix-1124_llama,
historical_figure,Walter Bailloch,Bailloch,147,192,v4_olmo-mix-1124_llama,
historical_figure,Walter II de Clifford,Clifford,37,4944417,v4_olmo-mix-1124_llama,
historical_figure,Walter Suffield,Suffield,180,96779,v4_olmo-mix-1124_llama,
historical_figure,Walter de Beauchamp,Beauchamp,467,821352,v4_olmo-mix-1124_llama,
historical_figure,Walter de Merton,Merton,2298,1464058,v4_olmo-mix-1124_llama,
historical_figure,"William Fitz Alan, 2nd Lord of Oswestry and Clun",Clun,3,509542,v4_olmo-mix-1124_llama,
historical_figure,Hong Bok-won,Bok-won,145,147,v4_olmo-mix-1124_llama,
historical_figure,William d'Aubigny,d'Aubigny,1701,12416,v4_olmo-mix-1124_llama,
historical_figure,William de Blois,Blois,549,319735,v4_olmo-mix-1124_llama,
historical_figure,"William de Ferrers, 4th Earl of Derby",Derby,130,7580690,v4_olmo-mix-1124_llama,
historical_figure,William de Vesci,Vesci,629,10095,v4_olmo-mix-1124_llama,
historical_figure,William de York,York,54,370888761,v4_olmo-mix-1124_llama,
historical_figure,William of Huntingfield,Huntingfield,20,4797,v4_olmo-mix-1124_llama,
historical_figure,William the Clerk of Normandy,Normandy,8,5539146,v4_olmo-mix-1124_llama,
historical_figure,Yan Yu,Yu,28434,30345107,v4_olmo-mix-1124_llama,
historical_figure,Ahmad Ben Baso,Baso,96,58581,v4_olmo-mix-1124_llama,
historical_figure,Hyacinth of Poland,Poland,436,32821817,v4_olmo-mix-1124_llama,
historical_figure,Jón murtur Snorrason,Snorrason,2,9146,v4_olmo-mix-1124_llama,
historical_figure,Þórður Sturluson,Sturluson,64,161407,v4_olmo-mix-1124_llama,
historical_figure,Benvenuta Boiani,Boiani,18,4989,v4_olmo-mix-1124_llama,
historical_figure,Francis of Spoleto,Spoleto,0,186470,v4_olmo-mix-1124_llama,
historical_figure,Gandolfo Sacchi,Sacchi,0,143020,v4_olmo-mix-1124_llama,
historical_figure,Teodor Gryfita,Gryfita,15,323,v4_olmo-mix-1124_llama,
historical_figure,Guillén Pérez de Guzmán,Guzmán,46,644714,v4_olmo-mix-1124_llama,
historical_figure,John Kantakouzenos,Kantakouzenos,7264,40001,v4_olmo-mix-1124_llama,
historical_figure,João Peres de Vasconcelos,Vasconcelos,0,227305,v4_olmo-mix-1124_llama,
historical_figure,Juan Perez de Toledo,Toledo,0,4140432,v4_olmo-mix-1124_llama,
historical_figure,Lourenço Soares de Valadares,Valadares,34,29137,v4_olmo-mix-1124_llama,
historical_figure,Tello Pérez de Meneses,Meneses,25,154394,v4_olmo-mix-1124_llama,
historical_figure,罗苹 (宋朝),(宋朝),0,498,v4_olmo-mix-1124_llama,
historical_figure,Nijō Tameuji,Tameuji,28,336,v4_olmo-mix-1124_llama,
historical_figure,Zhang Yuansu,Yuansu,310,6116,v4_olmo-mix-1124_llama,
historical_figure,Adachi Yasumori,Yasumori,286,4799,v4_olmo-mix-1124_llama,
historical_figure,"Датэ, Ёсихиро",Ёсихиро,0,2,v4_olmo-mix-1124_llama,
historical_figure,"Сатакэ, Ёсисигэ",Ёсисигэ,0,0,v4_olmo-mix-1124_llama,
historical_figure,"Ямада, Сигэцугу",Сигэцугу,0,0,v4_olmo-mix-1124_llama,
historical_figure,Dymitr Aba,Aba,0,608263,v4_olmo-mix-1124_llama,
historical_figure,Klemens z Ruszczy,Ruszczy,6,32832,v4_olmo-mix-1124_llama,
historical_figure,Otto III von Tecklenburg,Tecklenburg,0,12610,v4_olmo-mix-1124_llama,
historical_figure,Askell Jonsson,Jonsson,0,441269,v4_olmo-mix-1124_llama,
historical_figure,Anna Rostislavna of Kiev,Kiev,0,6642081,v4_olmo-mix-1124_llama,
historical_figure,Johannes Ebbesen,Ebbesen,0,36441,v4_olmo-mix-1124_llama,
historical_figure,Robert of Dramelay,Dramelay,2,50,v4_olmo-mix-1124_llama,
historical_figure,Maria Miserabilis,Miserabilis,0,283,v4_olmo-mix-1124_llama,
historical_figure,Otto van Gulik,Gulik,8,66856,v4_olmo-mix-1124_llama,
historical_figure,Blanche de France,France,158,164450361,v4_olmo-mix-1124_llama,
historical_figure,Margaretha of Brabant,Brabant,14,666943,v4_olmo-mix-1124_llama,
historical_figure,Johann von Bardewik,Bardewik,1,150,v4_olmo-mix-1124_llama,
historical_figure,Friedrich I von Hagen,Hagen,0,2039989,v4_olmo-mix-1124_llama,
historical_figure,Otto von Barmstede,Barmstede,0,8,v4_olmo-mix-1124_llama,
historical_figure,Denis Türje,Türje,81,263,v4_olmo-mix-1124_llama,
historical_figure,Ala al-Din Atsiz,Atsiz,104,6050,v4_olmo-mix-1124_llama,
historical_figure,Friedrich II,II,32493,191309107,v4_olmo-mix-1124_llama,
historical_figure,Gottfried von Vaihingen,Vaihingen,2,14637,v4_olmo-mix-1124_llama,
historical_figure,Maelgwn ap Rhys,Rhys,451,2878972,v4_olmo-mix-1124_llama,
historical_figure,Yuan Xie,Xie,3129,3101543,v4_olmo-mix-1124_llama,
historical_figure,Yelü Xuedu,Xuedu,1,1216,v4_olmo-mix-1124_llama,
historical_figure,Thomas Wallensis,Wallensis,151,524,v4_olmo-mix-1124_llama,
historical_figure,Ebbe Sunesen,Sunesen,154,4910,v4_olmo-mix-1124_llama,
historical_figure,Zhao Zhi,Zhi,11431,2594299,v4_olmo-mix-1124_llama,
historical_figure,Chen Kui,Kui,2262,2017534,v4_olmo-mix-1124_llama,
historical_figure,John of Oxford,Oxford,921,36558326,v4_olmo-mix-1124_llama,
historical_figure,Thomas Vipont,Vipont,11,8974,v4_olmo-mix-1124_llama,
historical_figure,Qingzhi Zheng,Zheng,2,5215186,v4_olmo-mix-1124_llama,
historical_figure,Yang Weizhong,Weizhong,104,11350,v4_olmo-mix-1124_llama,
